MonthlyCharge,Bandwidth_GB_Year,StreamingTV,Age
207.6386,935.8715835,1,24
149.989,5732.340761,0,30
162.5005,5544.892096,1,66
117.4392,1196.239363,1,69
120.0049,1622.201707,0,24
152.4624,5583.623978,1,22
127.4601,5932.432985,0,81
184.967,5663.31815,1,60
169.9447,5263.711526,1,66
124.9935,4303.028243,0,48
202.65,5976.368221,1,65
214.966286,961.1315871,0,65
252.624,6259.78278,1,32
152.462354,1323.979879,1,22
222.65,3667.746982,1,71
200.1323,1687.301468,1,41
222.6281,6507.269955,1,58
119.9568,4839.103673,1,50
139.9349,6285.801266,1,65
222.6143,6799.261898,1,31
252.62403,1321.204826,1,57
162.452604,950.1312316,1,66
220.1185,1305.935649,1,33
222.6792,1040.201495,1,32
137.4836,2593.650846,0,29
204.9496,793.3207298,1,37
252.624,4646.632157,1,29
242.6143,5260.656937,1,22
137.4684,4769.381102,1,62
204.9797,755.3426141,0,41
179.9476,1742.811202,0,48
222.65,1967.055899,1,21
179.9794,5225.360098,0,81
114.965789,386.0863102,0,58
127.4421,5557.974598,0,49
187.656,1749.384846,1,19
230.105118,1838.063609,1,38
139.9512,5699.383058,0,66
107.481989,700.6270933,0,68
240.1149,908.2440178,1,19
192.4567,5679.413102,0,58
229.9931,5482.759209,0,88
114.9509,5244.106579,0,23
117.4835,5639.931173,0,79
172.4555,5483.045236,0,74
187.6422,1265.511252,1,37
232.624,4708.54891,1,58
220.1149,6395.153415,1,85
169.9378,663.9805561,0,74
182.49,5353.001743,0,60
174.9882,2540.062525,0,72
242.6326,1211.694229,1,39
157.4836,2142.048492,0,62
182.497,576.7539469,0,61
117.472,4818.30969,1,35
162.4608,5816.619375,0,86
187.6094,4463.792034,1,32
164.9647,5760.325515,0,61
154.961766,1889.347998,1,87
222.6362,5559.5235,1,38
152.509,1170.830123,1,53
104.9643,4263.127961,0,79
117.4872,5454.520916,0,87
152.510442,1784.584135,0,51
202.636202,1608.002659,1,77
242.643514,1507.329753,1,83
242.6326,5425.51161,1,63
229.993134,1252.155771,0,26
275.1198,6451.646223,1,30
169.9447,1296.081512,1,20
160.0013,1094.644005,0,21
207.6094,1090.821866,1,44
142.4827,1162.614265,0,63
137.4616,4751.270751,0,44
197.6288,974.6526364,1,63
182.4608,4346.289268,0,32
114.9509,1628.925715,0,23
235.1591,4987.482025,1,77
207.4811,4172.285397,1,76
147.4564,6324.792407,0,38
262.6106,1924.414895,1,19
137.439154,1950.886897,1,28
114.9509,4707.304977,0,27
127.4601,5729.575543,0,56
174.976769,1819.555319,1,44
129.9598,4815.694058,0,66
159.9476,6033.647017,0,79
184.971516,2128.80443,1,73
230.105118,1632.365102,1,39
165.018175,908.7910203,1,56
167.456419,522.7315686,0,34
245.1283,6703.314017,1,51
140.0013,6310.388284,0,33
210.1051,5873.892189,1,82
104.9643,6361.142706,0,44
112.455141,1594.963149,0,47
139.9678,1175.07987,1,37
147.4601,4883.516353,0,47
174.9768,1965.462483,1,72
114.9509,6041.017611,0,83
222.6281,1224.80823,1,81
159.951231,432.0011277,0,37
210.127,5659.896946,1,23
124.9935,452.390983,0,33
227.475448,668.5567922,0,78
119.95684,1639.898269,1,75
255.1555,5490.285527,1,21
152.44408,930.6501084,1,53
214.9525,3912.208832,0,32
154.9618,6364.89034,1,66
137.468388,700.0279564,1,80
162.4653,1076.138741,0,19
124.9935,3185.817507,0,61
194.9744,438.8374341,0,84
152.4624,4787.709945,1,61
127.4958,5680.56077,0,62
172.4579,1017.061783,1,43
192.4404,782.6217803,1,76
162.4608,5921.944651,0,69
172.4404,6278.608691,1,34
275.133571,1701.457566,1,79
162.498151,1825.848805,0,73
162.4676,6754.62207,1,23
179.9794,6089.653615,0,30
124.9781,2354.102724,0,34
132.4798,1715.911701,1,56
232.62403,2954.525101,1,19
117.472,1456.609727,1,42
159.9349,5547.914544,1,42
200.118516,1356.299478,1,85
172.457857,1091.10126,1,53
190.1737,4390.887942,1,32
167.4564,1086.270579,0,42
149.962093,954.1807838,1,34
129.9763,4151.767751,1,89
230.1344,1197.221097,1,27
255.1555,4345.808076,1,21
255.1336,1878.869681,1,29
152.4952,5485.07682,1,82
137.4616,1024.765594,0,44
157.4836,4220.274809,0,44
94.972827,1939.600904,0,28
157.4698,5372.80048,0,71
245.128318,1341.450253,1,49
174.9768,4109.749539,1,57
169.9447,1456.422162,1,51
202.65,6473.586614,1,52
117.485813,541.4070913,1,55
130.0064,6013.656205,0,39
255.1198,1943.387485,1,75
129.948316,1142.173902,1,27
127.4783,868.7530886,0,47
144.9607,278.4405252,0,18
152.509,2436.452255,1,41
179.947583,404.9361415,0,68
270.1604,4963.969106,1,35
149.9378,5350.055146,0,30
132.5127,620.1308589,1,39
184.9647,984.7206752,0,89
139.9349,6117.671345,1,33
149.9483,325.5857485,1,82
184.993915,819.3644961,0,75
92.455141,1262.21298,0,52
240.1149,5989.298293,1,19
182.4653,5378.117418,0,18
179.9656,1203.774277,0,41
152.479779,602.4065111,1,37
162.4676,1685.817734,1,50
192.4885,5546.205773,0,69
202.65,1980.207923,1,70
270.160419,1648.102673,1,67
159.9512,5900.606745,0,49
162.4827,531.0770713,0,77
214.9525,4362.636888,0,45
105.011,1002.360533,0,62
127.482,2097.12893,0,50
177.4945,5951.423471,1,56
217.484,5595.740821,0,33
137.4616,1013.266498,0,48
184.961,6419.007711,0,76
152.4441,6420.370535,1,80
255.141716,1125.581944,1,41
194.9699,6346.420103,0,52
144.9889,5913.530314,1,27
194.9744,5469.381433,0,64
162.460772,2220.436194,0,86
159.9875,4432.458176,0,22
235.1591,1747.993101,1,35
190.127,5934.168034,1,39
160.0122,678.2091311,0,85
169.9378,4716.874438,0,46
179.947583,473.0515906,0,78
209.993134,1433.616898,0,24
134.950905,567.3663629,0,38
137.439154,1615.87994,1,47
139.965008,848.3285479,0,32
242.6326,1410.771138,1,49
117.4686,690.1873853,0,89
184.9634,5985.552522,1,19
164.9715,830.9443469,1,56
127.4586,5135.332591,1,79
242.628057,724.6774743,1,75
139.965,6509.495708,0,63
159.965,5161.84319,0,42
167.4564,1508.478673,0,82
194.966286,1897.050575,0,39
95.005709,307.018806,0,84
154.9755,2007.430866,1,62
92.45514,1122.62327,0,55
174.975543,737.8564608,1,87
212.6557,5331.810673,1,57
179.9476,1952.410832,0,36
210.1051,6174.837293,1,34
124.9781,5722.009817,0,59
152.4798,6161.795039,1,20
232.652,6745.439598,1,18
149.99153,1144.495358,0,35
114.9509,6259.287322,0,48
142.5007,5609.120133,0,63
230.105118,1103.594576,1,56
169.937833,1870.659833,0,27
127.4887,6018.175438,0,77
104.9629,4461.641644,1,83
149.9598,5368.229398,0,49
172.4441,6127.72243,1,19
240.1149,5367.063694,1,57
217.470195,1792.56277,0,25
270.160419,2335.130986,1,80
247.6647,6066.504159,1,80
277.6375,5991.45754,1,33
172.4871,4858.775977,1,31
127.4783,1471.541306,0,58
114.9728,4840.964036,0,25
210.1518,5637.867429,1,52
149.9447,5824.302038,1,24
125.0073,5130.51612,0,44
187.6422,6496.792308,1,38
197.6288,5925.795152,1,60
92.45514,4984.657525,0,36
127.5112,4979.764199,0,59
252.624,924.6142337,1,55
162.4689,5280.797475,0,38
255.1198,1966.201755,1,88
162.5299,5580.693234,0,44
147.4564,2024.875698,0,23
192.4567,4466.695172,0,46
130.0244,5432.197233,0,34
194.9663,1864.932987,0,40
182.447,6126.890285,0,63
139.9568,787.5389871,1,33
194.9882,4505.604532,0,79
125.007314,890.4483344,0,36
172.5104,4893.437646,0,33
247.664655,2079.818241,1,41
179.9476,1786.342426,0,36
222.6792,837.2614393,1,54
207.6094,5921.501848,1,78
92.455141,1737.354579,0,18
160.0122,4934.232191,0,38
197.4702,6064.83626,0,35
202.443347,1671.835787,0,75
230.1051,1064.970201,1,74
222.6792,1362.599478,1,67
169.9741,4544.638415,0,60
144.960655,1341.412763,0,64
215.1591,5910.719593,1,85
215.1591,1445.492967,1,68
144.9607,718.2708269,0,64
159.965008,884.3816817,0,76
149.9483,4981.220406,1,53
240.114868,1877.852717,1,39
117.4392,1618.001407,1,73
174.9755,1318.670361,1,67
194.966286,2070.376729,0,63
175.0062,4129.863047,0,32
184.9785,1036.098256,0,33
197.6288,6291.972267,1,40
182.447,5128.90263,0,35
230.1344,4912.438643,1,64
115.002061,892.0207872,0,19
79.97886,5602.847861,0,28
167.4847,5718.847373,1,21
104.9629,6039.270111,1,19
220.1323,6055.261009,1,51
265.1283,1449.160419,1,47
184.9634,5431.249367,1,25
162.4676,6484.666128,1,32
207.4673,1985.001327,1,49
152.4884,5403.227013,0,34
152.4742,5914.349979,0,89
127.488728,686.9354616,0,89
159.9349,6181.750229,1,23
215.1591,6329.040598,1,33
139.983,1165.890091,0,86
172.4733,1175.631327,1,60
127.4783,6037.450539,0,72
159.983,6386.654255,0,25
204.9634,5974.963224,1,55
232.624,6277.702239,1,58
149.9741,1313.391104,0,19
127.460067,1808.501398,0,32
267.6647,5254.650966,1,26
172.4441,912.4311552,1,44
164.985293,2144.735024,1,53
149.9447,6480.587744,1,89
149.9776,5425.114173,1,73
187.6094,5849.257593,1,76
207.475448,1284.442486,0,57
162.471255,1845.259523,1,30
212.641455,1621.058909,1,84
197.4725,5906.275909,1,46
172.4555,5842.329497,0,18
152.4579,1734.8206,1,27
129.995,5265.014414,1,81
95.019486,794.8748353,0,46
127.525,5506.82644,0,76
270.1604,1812.910095,1,23
172.4624,6193.73618,1,59
169.944668,1624.799349,1,22
184.9797,6597.155039,0,37
149.9928,1291.655399,0,88
147.4421,5305.771174,0,30
162.5299,6074.151439,0,81
174.9755,4856.265598,1,72
204.963371,782.9998382,1,63
139.99789,840.1259162,0,55
245.146969,2001.502073,1,42
160.0013,1536.961227,0,65
159.965,514.9287886,0,38
140.0013,1562.246266,0,67
232.6378,1366.649837,1,84
149.9845,1224.72764,0,51
235.1591,5674.248741,1,88
207.4673,5834.02568,1,35
139.9678,4430.640106,1,63
104.9643,1200.247776,0,19
147.4601,5794.589213,0,47
159.951231,477.2500925,0,37
267.6647,6072.907276,1,22
235.137219,2087.543903,1,82
137.5165,4787.756156,0,27
127.525,702.3872964,0,63
149.9778,799.7665769,0,37
192.4404,6366.303939,1,19
245.1457,5558.647659,1,23
192.4404,1594.837225,1,23
159.9476,5848.038669,0,81
92.48802,5887.667168,0,80
94.97283,4734.546819,0,80
154.975543,1636.158987,1,70
137.5165,5572.501755,0,62
102.4746,655.1704765,0,49
275.1336,1418.914101,1,19
127.4601,6350.509594,0,57
200.1185,5285.025958,1,82
112.4551,4899.165964,0,36
174.9919,5422.029613,0,39
265.1283,6303.172568,1,28
164.967,1444.44469,1,18
222.6143,6792.669914,1,61
117.4392,1943.981469,1,76
127.4958,5998.410517,0,62
174.9755,5858.190319,1,41
252.6378,5473.581033,1,69
114.9728,5593.200037,0,47
159.965,5065.07831,0,31
92.45514,1106.403216,0,60
119.9897,4249.059682,1,76
202.4433,6321.838223,0,71
192.4885,1493.681751,0,89
139.9875,1039.187211,0,73
147.4564,1250.575676,0,35
169.9378,5393.505389,0,65
192.4404,1617.050793,1,42
187.6094,2595.464531,1,77
187.484705,1099.486982,1,88
255.1336,6820.82156,1,58
95.005709,618.4967851,0,71
162.4526,5261.201726,1,24
162.497044,1284.691556,0,54
129.977753,1226.343895,0,25
162.4538,2303.354723,1,32
235.1372,6617.854017,1,20
220.1615,1745.25049,1,51
220.161527,1321.712528,1,43
222.6609,4090.94433,1,21
142.485486,836.5749555,1,50
149.9778,5766.157948,0,53
262.6106,2120.151113,1,71
169.967067,2042.113893,0,52
222.6362,6687.67953,1,39
127.525,1859.777405,0,65
144.9607,1126.457158,0,60
197.4876,1964.367635,0,51
214.952509,1357.774068,0,57
132.4798,5674.251752,1,74
139.951231,888.9795791,0,50
182.4433,6814.250407,0,39
159.9512,5805.877345,0,83
140.0342,6261.334731,0,65
262.610632,1253.523378,1,35
194.9525,2484.205678,0,19
174.975543,1190.580006,1,37
222.6326,6662.597959,1,68
160.00128,539.9859818,0,72
139.9678,839.1770355,1,49
159.9476,782.6074848,0,86
159.9942,4475.105272,0,37
149.9447,1425.150573,1,37
194.966286,1623.273925,0,40
169.9447,5882.516568,1,72
167.484705,2247.823032,1,45
214.9525,1139.028165,0,28
154.9919,1515.049953,0,49
182.4433,1069.814443,0,65
162.5119,5450.60098,0,64
187.642236,990.0555076,1,87
149.9707,5173.091219,0,63
174.976769,2229.268031,1,61
112.4844,5521.842531,0,62
92.5018,5222.892116,0,35
147.460067,811.3375327,0,74
214.9663,5814.514903,0,80
220.132293,2153.778421,1,33
210.1518,2083.424243,1,28
230.1051,1170.676993,1,55
242.6143,3937.196959,1,56
169.9447,4480.828708,1,22
127.481989,2112.65313,0,54
210.1051,6493.208909,1,89
124.9607,1469.569398,0,26
252.624,5652.464417,1,37
172.4733,702.1831409,1,27
137.4836,1068.481652,0,44
149.9776,5616.608151,1,74
222.6326,6183.792283,1,54
139.9875,4899.179172,0,34
172.4742,4767.800579,0,46
147.460067,246.039373,0,70
162.4608,1354.828783,0,49
184.9634,1110.767158,1,50
174.9581,5717.290302,1,19
172.4885,5909.655057,0,59
114.9838,5276.526343,0,26
92.5018,5597.999017,0,59
127.478341,1451.201108,0,79
147.4421,5557.721713,0,83
159.9476,4652.920592,0,19
182.4608,5842.892958,0,84
149.9598,462.9626012,0,39
232.6228,5888.376817,1,33
149.9928,6255.328337,0,22
182.4608,5441.933092,0,26
184.9939,5393.762111,0,81
159.9476,5042.24777,0,53
172.470522,1587.044822,0,76
262.6106,5884.613452,1,79
202.636202,1279.856552,1,72
127.442069,737.7421962,0,71
214.952509,750.8768234,0,77
142.452604,2044.73861,1,56
104.992311,501.0626363,0,57
172.4705,1108.077901,0,58
127.4586,5331.272303,1,40
187.4847,967.8404944,1,50
167.484705,1781.692875,1,26
179.9476,5972.406287,0,77
149.970715,980.0465426,0,75
212.6695,1391.330245,1,26
172.4848,5593.760801,0,88
127.4586,2098.351216,1,57
179.947583,879.6579171,0,50
107.5286,5740.030049,0,22
202.443347,1026.300872,0,81
164.985293,1083.381195,1,81
149.9621,4511.138449,1,63
140.0049,6107.912748,0,61
102.4746,398.8495205,0,70
162.4526,1455.55459,1,31
225.1786,6597.462528,1,66
162.4827,5379.145841,0,51
204.979684,694.7582953,0,33
169.992756,1916.832871,0,84
159.9349,1256.923905,1,31
172.4555,1006.466252,0,68
232.652,5902.857464,1,52
147.4564,1258.92066,0,30
207.4754,1999.64045,0,21
174.9699,4553.786746,0,41
149.9621,4950.374878,1,27
127.4887,6101.516217,0,83
147.4783,3951.955674,0,58
232.6228,1046.538825,1,30
184.967,904.3179865,1,53
192.4567,4537.352503,0,55
210.1518,724.2830732,1,59
162.465269,1154.892024,0,41
262.6106,4943.594438,1,67
137.4836,5245.226834,0,85
192.4567,722.0796766,0,72
257.6375,2446.187988,1,60
207.638588,1044.435554,1,70
204.961,5675.905105,0,64
159.9512,4116.511731,0,46
152.4555,1837.760704,0,49
142.4827,4390.483323,0,52
169.9671,1580.727843,0,25
137.483594,1511.115195,0,47
275.1198,6237.31669,1,78
220.1185,5303.936549,1,38
137.468388,704.224884,1,65
139.983,5849.463694,0,68
182.447,1357.88248,0,52
240.114868,1664.19271,1,42
92.45514,2693.549899,0,33
257.6549,4665.041877,1,65
162.4713,1438.002278,1,80
232.670689,1526.533644,1,70
114.972827,1153.262724,0,71
129.995,590.380115,1,83
204.9496,5474.602288,1,58
192.4705,6286.888744,0,41
127.5112,837.2841389,0,36
207.4811,2422.231415,1,21
169.9378,5056.498128,0,32
287.6427,4539.933056,1,79
179.9794,5399.848703,0,40
194.952509,2346.894471,0,58
124.9643,4665.934869,0,41
252.6378,4962.803058,1,24
129.9763,862.9115483,1,61
182.497,5652.192603,0,67
152.4742,6202.942408,0,57
200.1465,6023.971515,1,25
230.1051,5305.866478,1,65
222.6609,4729.989422,1,84
225.1457,1408.898779,1,29
149.9741,6136.96562,0,56
220.1323,5471.917998,1,52
139.965,6398.080421,0,25
242.632554,1499.600891,1,84
207.6094,2070.311565,1,53
220.1615,2605.553463,1,23
275.119794,1124.637958,1,85
169.9928,444.2368102,0,25
149.9447,1973.622689,1,46
204.9634,2573.594199,1,86
207.609354,1061.749813,1,24
222.6281,6857.525674,1,53
210.127,4471.005057,1,35
240.114868,708.9358044,1,43
255.1372,4912.958462,1,29
242.657291,2072.561109,1,24
192.4404,2037.426425,1,41
190.127,3348.604428,1,26
169.9378,6112.430745,0,82
159.9642,4974.850117,1,26
129.9483,5582.271342,1,38
194.9744,1209.038145,0,49
137.483594,1353.29384,0,24
107.4806,1769.609462,1,22
104.9629,6109.236207,1,49
182.4433,2128.992056,0,77
177.4876,6185.198141,0,73
162.4526,6172.221046,1,52
147.4738,5246.867359,0,44
184.967,1551.900975,1,58
117.4686,5490.224221,0,25
164.978458,2137.666732,0,39
182.443347,1302.621469,0,34
202.65,1542.618812,1,38
137.4392,1415.406657,1,67
230.1344,1504.498094,1,78
117.468591,1752.198908,0,64
169.9447,765.1823242,1,77
172.487091,1380.893387,1,75
169.9928,733.8730965,0,86
159.9805,3367.528814,0,79
172.4555,5826.009497,0,24
207.4811,755.4687511,1,87
152.4884,1076.021746,0,50
235.1417,5887.65047,1,67
149.9483,5163.277727,1,81
242.6326,1663.204506,1,80
242.6106,1264.000346,1,74
140.00128,1281.923094,0,48
187.6094,1377.348602,1,88
149.9483,5708.957593,1,62
232.624,1827.741525,1,32
154.9755,1588.984136,1,79
174.961766,967.9819136,1,39
79.97886,1346.569879,0,24
240.1149,693.3489139,1,83
187.656013,1219.21915,1,69
190.127,6024.749674,1,36
222.6362,2192.448535,1,27
240.1149,1133.808688,1,83
172.4705,4152.530591,0,73
194.9525,5616.467158,0,82
127.4421,5980.119936,0,18
147.478341,1119.209685,0,87
114.9509,1237.669889,0,49
207.4811,5777.625223,1,69
287.6427,4147.013836,1,34
230.1051,814.3727251,1,21
159.9476,5126.884955,0,29
197.4945,1696.96925,1,76
175.0062,5083.028968,0,61
212.6415,1192.839844,1,36
159.9476,907.3050831,0,58
139.9349,5581.366717,1,45
192.4567,5451.33929,0,20
159.9794,5055.502095,0,84
182.4538,5406.88534,1,27
172.4579,6120.455574,1,79
159.9512,5817.831567,0,65
179.965581,791.8768514,0,34
214.9663,6230.161803,0,89
235.141716,1548.705967,1,34
182.497,891.9183387,0,63
169.9741,4019.765436,0,24
182.4608,6129.960354,0,76
232.6415,5199.476177,1,32
182.4833,5764.291132,0,47
245.146969,1489.301457,1,86
159.9349,1743.325286,1,25
172.4705,5343.09004,0,45
167.4564,6000.121571,0,47
107.482,1104.543998,0,32
159.9942,834.0925038,0,84
127.4601,6096.007893,0,51
169.9671,2722.383309,0,19
92.5018,5859.681153,0,69
127.4421,5662.202015,0,68
240.1149,1010.521133,1,19
220.1478,5095.592017,1,29
207.6386,808.6437867,1,35
184.979684,2543.181756,0,69
217.484,2083.650225,0,74
159.9512,1439.925812,0,56
194.976769,1923.549943,1,82
262.610632,1842.258692,1,75
139.965,6545.565039,0,27
117.4392,1512.005651,1,47
162.4689,4164.432685,0,46
204.9797,6101.208542,0,46
147.4713,4335.611406,0,21
95.01949,794.1801028,0,18
197.484,5435.229637,0,69
222.636202,2323.778584,1,31
124.9607,1868.762719,0,32
267.664655,1640.006106,1,60
212.6415,6638.783919,1,29
127.4738,2435.584022,0,71
194.9744,5862.216204,0,18
149.959755,771.6292755,0,48
117.4392,1297.061633,1,48
139.9512,5954.856404,0,56
117.51525,828.6984604,0,58
184.963371,1115.319187,1,79
159.9942,5515.361269,0,36
137.4686,4929.50237,0,28
169.944668,452.8721504,1,31
152.4579,4731.734078,1,49
137.468591,692.5685037,0,29
267.6427,6752.652755,1,60
119.9568,1189.261161,1,27
242.6106,5455.706117,1,46
230.1051,1308.7086,1,89
132.466,1655.225461,1,83
159.9794,2099.998325,0,67
172.4871,6235.847135,1,62
174.9768,6387.155472,1,53
184.979684,2230.367018,0,34
142.5007,2126.056803,0,63
245.132,5247.418341,1,23
245.1457,4889.562199,1,69
172.484753,1283.463995,0,50
162.5005,3988.109354,1,54
194.976769,704.7540406,1,25
152.4555,1786.980349,0,73
194.9882,5264.752684,0,62
194.958118,580.4609705,1,72
139.934918,1965.419062,1,46
172.440432,1001.860025,1,83
197.4725,6389.433314,1,18
214.9663,2176.358333,0,36
217.484,1904.888901,0,82
144.9889,1166.216656,1,45
162.4538,1667.506374,1,21
162.4676,5815.857846,1,87
117.4392,5736.046673,1,23
167.4564,5064.686588,0,21
125.007314,790.9469893,0,57
237.6549,5608.519136,1,22
174.958118,1054.384865,1,61
240.114868,1885.438773,1,36
232.6378,6217.92046,1,82
184.978458,2330.319383,0,38
162.4676,1250.606015,1,61
162.4982,5809.15662,0,21
152.4441,6294.425576,1,43
114.9728,5396.112945,0,30
172.4705,6385.746999,0,50
245.174977,1710.689671,1,44
245.145743,2188.672399,1,18
222.660939,1854.793303,1,74
175.1331,4267.521539,1,55
245.175,1344.476361,1,46
117.4686,6379.279332,0,79
275.119794,1706.688082,1,56
200.132293,1304.571599,1,56
159.965,4727.77449,0,81
192.4705,2261.179586,0,44
124.9643,5774.340454,0,76
139.965008,1778.733282,0,72
127.4421,1563.141746,0,78
202.65,5881.867947,1,70
179.9794,5426.490073,0,54
232.6228,4965.237046,1,46
172.4871,5160.058163,1,72
157.4836,4133.654101,0,79
197.5169,744.1347048,0,64
187.656,5878.826599,1,86
127.488728,774.6125757,0,79
230.1051,5519.813683,1,62
232.6415,1872.389857,1,19
149.9778,3913.652398,0,84
112.4844,5989.870888,0,19
159.951231,558.9953054,0,59
242.6143,4694.576597,1,42
114.9838,4880.587184,0,88
159.9794,6280.164053,0,34
149.962093,520.606284,1,78
184.9496,1225.408596,1,32
192.440432,619.3340158,1,44
169.937833,2410.11164,0,74
197.4876,6035.036634,0,47
179.9656,5674.466677,0,52
162.447,1292.032339,0,51
229.9931,5831.696572,0,35
232.6415,1021.747631,1,38
127.4738,1039.131091,0,86
129.977753,2329.836404,0,41
159.9642,1054.806106,1,49
210.1051,6230.665916,1,67
235.188375,1795.290082,1,81
152.479779,1257.485285,1,33
202.6362,5998.575756,1,84
169.9741,1747.966742,0,29
162.4526,522.4324646,1,88
270.160419,2312.167935,1,33
232.6378,1557.79907,1,77
149.9741,6015.602918,0,57
204.9496,5089.309759,1,77
174.9755,6166.889012,1,74
172.4567,6442.7758,0,73
149.9483,4598.720266,1,57
177.6508,4140.577207,1,80
149.977753,1245.328696,0,73
222.6143,1776.804483,1,70
204.9634,5749.199161,1,67
242.6106,5888.86414,1,59
192.4705,5244.846457,0,75
202.4433,5349.364775,0,85
164.9853,1245.217129,1,63
169.9928,4316.799528,0,37
139.9512,5467.641304,0,65
149.9776,980.4160232,1,44
114.9838,1251.456656,0,57
152.4798,5412.512376,1,79
150.007,5012.390451,0,73
114.9658,5389.076144,0,57
129.9621,734.3603159,1,85
232.652,1031.032132,1,28
232.6228,6372.288678,1,66
172.4441,4317.862166,1,30
172.4624,1050.342085,1,25
184.9797,6518.166442,0,61
149.9483,4819.60719,1,30
149.989,5104.379413,0,81
107.5286,5646.557605,0,84
220.1323,5417.413606,1,42
245.1457,6447.175354,1,23
134.950905,243.2617759,0,88
160.0013,6004.101327,0,61
232.652,6416.029238,1,43
129.9621,5500.52688,1,50
267.6647,1736.70174,1,69
242.6573,2336.999053,1,69
129.9598,6360.531849,0,78
182.4653,896.9821918,0,41
152.4579,5342.130474,1,85
169.974105,1746.405243,0,82
159.9656,808.7858345,0,76
149.9598,5098.53904,0,35
187.5139,2141.951697,1,19
137.4836,792.9175185,0,46
149.9598,6087.145624,0,82
245.1457,1217.513281,1,30
159.9349,577.4706172,1,65
187.4811,6183.945709,1,27
177.4945,1683.821351,1,28
172.44408,1562.32774,1,62
139.981577,644.5909961,1,78
92.5018,4831.925127,0,89
129.995,564.188439,1,71
152.4624,6211.528262,1,89
172.4871,977.9373731,1,31
114.983787,793.2826057,0,37
152.5022,5324.687949,0,42
182.4762,1637.379866,0,71
235.1555,5845.571509,1,40
152.4624,6279.052879,1,28
159.983,2351.365618,0,44
214.966286,1036.324728,0,65
174.961766,1173.562649,1,84
275.1336,6055.20888,1,43
192.4404,5852.299578,1,30
242.6281,5896.135561,1,20
162.4653,1135.537453,0,38
184.9647,5526.487954,0,73
149.959755,743.4780761,0,18
147.4713,4610.018066,0,64
225.132,4444.680517,1,68
127.4586,5527.897933,1,43
142.500692,747.9301328,0,85
104.964303,820.9557127,0,55
245.1612,4016.522653,1,27
149.9483,5152.134556,1,82
222.6326,5693.54601,1,42
184.963371,1075.001724,1,82
194.9663,5813.10524,0,26
124.9643,5559.842937,0,74
232.624,6002.578168,1,70
192.4885,1262.191241,0,55
179.9476,5087.470766,0,46
192.470522,888.6517305,0,48
104.9643,812.2973605,0,47
240.114868,2136.125116,1,40
219.9902,848.4406611,1,59
152.47417,1043.284658,0,61
124.9607,5988.164218,0,43
222.6326,1559.606858,1,70
240.1149,1368.692393,1,41
127.4421,5294.782338,0,19
252.6378,1186.544217,1,38
265.1283,6209.349746,1,61
120.0035,1034.133433,1,25
212.6695,5965.231611,1,23
240.1149,4693.998061,1,38
139.9512,4206.724875,0,79
159.965581,1582.295235,0,30
184.9496,1450.84591,1,71
277.6375,5552.256288,1,89
154.961766,2811.648182,1,26
159.9794,4605.537302,0,88
79.97886,4345.907298,0,52
207.46728,1604.372091,1,84
197.4725,1602.19464,1,85
169.937833,686.8335296,0,32
139.9816,5640.828106,1,87
245.1457,4138.249014,1,66
127.482,897.0780053,0,58
240.1149,5394.514435,1,18
94.97283,3346.893074,0,64
230.1051,1868.995632,1,70
92.45514,6058.310861,0,35
137.4686,3992.381842,0,72
159.9942,867.3610228,0,55
129.9621,4994.1983,1,27
174.991,6192.63762,1,51
210.138,5380.320825,1,35
147.4893,4454.649814,0,46
157.4836,1379.971168,0,49
114.9728,501.6283743,0,66
152.4441,6179.798997,1,83
157.4698,1630.702145,0,67
197.6288,5495.323342,1,81
112.4551,4841.877582,0,88
172.4441,4343.616747,1,82
149.937833,2426.030626,0,50
235.1372,1450.54664,1,52
174.9768,5932.349473,1,54
182.465269,491.8773506,0,82
182.49,5514.862549,0,73
220.1615,1378.197785,1,29
200.1323,6816.033585,1,87
182.4762,1863.348549,0,81
194.9699,4608.506607,0,37
154.9919,5454.264521,0,70
215.1591,5368.841578,1,51
112.4551,5802.742727,0,88
202.6829,1639.666431,1,31
245.145743,1896.10656,1,35
222.6654,6433.080677,1,46
92.45514,4324.605332,0,76
164.9785,6548.096564,0,57
204.961033,1669.613093,0,56
222.65,6018.341413,1,39
139.9512,877.5328489,0,59
162.468917,443.984031,0,68
79.97886,4726.723807,0,35
169.937833,1886.531937,0,25
114.9509,1454.178463,0,69
140.0049,5239.916322,0,71
152.466,1932.932484,1,72
147.4893,5654.807301,0,88
149.9378,1633.825007,0,80
139.9512,5813.064092,0,54
172.4885,6463.371502,0,23
220.1185,6128.760704,1,85
157.4836,1818.78969,0,27
79.97886,371.8766911,0,27
172.4441,5613.208858,1,73
217.484,5655.54142,0,30
114.9838,5678.725935,0,22
172.4624,993.0023112,1,72
162.4827,4666.095949,0,56
204.961,5593.020458,0,35
192.4705,6159.279047,0,78
172.4555,5967.054532,0,29
169.9378,5333.699374,0,78
92.5018,809.618878,0,89
182.447,5833.372426,0,48
129.959755,1539.452153,0,18
202.65,4710.736343,1,32
232.6707,6139.355865,1,65
159.9805,721.3139824,0,35
232.624,2174.446655,1,76
210.127,6356.677859,1,46
232.637807,1700.52331,1,22
225.1786,5252.083564,1,67
177.4876,6678.820787,0,86
129.9621,5276.996281,1,61
255.1555,1380.765825,1,68
162.482694,703.6927423,0,61
